JINA_ID,Ref,Name,Simbad_Identifier,Fe/H,C/H
1492,ROE14b,CS29509-027,CD-31_306,'-2.42,'-0.68
1493,LI13,TYC7253-632-1,CD-32_9096,'-2.13,'-3.06
1505,CAY04,CD-38245,CD-38_245,'-4.2,<0.09
1506,MCW95,CD-38245,CD-38_245,'-3.99,<-3.93
1507,NOR01,CD-38245,CD-38_245,'-3.98,<-3.74
1508,NOR02,CD-38245,CD-38_245,'-3.98,<-3.74
1509,ROE14b,CD-38245,CD-38_245,'-4.59,<-4.78
1519,PRE06,CS22891-184,DENIS_J192612.3-603406,'-2.59,'-2.33
1520,ROE14b,CS22891-184,DENIS_J192612.3-603406,'-2.68,<-2.33
1521,PRE06,CS22951-077,DENIS_J215753.2-430808,'-2.43,'-2.53
1522,ROE14b,CS22951-077,DENIS_J215753.2-430808,'-2.54,'-2.95
1523,JI16b,Star3,DES_J033447.94-540525.0,'-2.91,'-2.71
1524,ROE16a,Star1(Ret2-80),DES_J033447.94-540525.0,'-2.76,'-2.51
1525,JI16b,Star9,DES_J033454.24-540558.0,'-2.77,'-1.92
1526,JI16b,Star8,DES_J033457.57-540531.4,'-2.08,'-1.73
1527,JI16b,Star1,DES_J033523.85-540407.5,'-3.01,'-2.36
1528,ROE16a,Star2,DES_J033523.85-540407.5,'-2.95,'-2.35
1529,JI16b,Star4,DES_J033531.14-540148.2,'-3.34,'-3.14
1530,ROE16a,Star3(Ret2-115),DES_J033531.14-540148.2,'-3.42,'-3.29
1531,JI16b,Star6,DES_J033537.06-540401.2,'-2.73,'-2.58
1532,JI16b,Star5,DES_J033548.04-540349.8,'-2.19,'-1.69
1533,JI16b,Star7,DES_J033556.28-540316.3,'-3.54,<-2.34
1534,JI16b,Star2,DES_J033607.75-540235.6,'-2.97,'-2.57
1535,ROE16a,Star4(Ret2-178),DES_J033607.75-540235.6,'-2.93,'-2.67
1536,ROE14b,G10-54,G_10-54,'-2.29,'-2.58
1542,ROE14b,G122-69,G_122-69,'-2.78,<-1.83
1546,ROE14b,G25-22,G_145-28,'-2.33,'-2.58
1551,ROE14b,G166-47,G_166-47,'-2.46,'-2.08
1554,ROE14b,G214-1,G_214-1,'-2.29,'-2.41
1558,ROE14b,G238-30,G_238-30,'-3.38,<-2.23
1561,ROE14b,G25-24,G_25-24,'-2.11,'-2.03
1563,ROE14b,CS22180-014,G_272-44,'-2.86,'-2.38
1567,AOK14,G39-36,G_39-36,'-2.09,'-2.23
1569,ROE14b,G4-36,G_4-36,'-2.17,'-1.91
1571,ROE14b,G4-37,G_4-37,'-2.73,'-2.24
1573,ROE14b,G75-56,G_75-56,'-2.35,'-2.03
1575,ROE14b,G90-3,G_90-3,'-2.4,'-2.49
1578,ROE14b,CS29514-007,GD_678,'-2.83,'-1.94
1591,ROE14b,HD106373,HD_106373,'-2.61,<-1.68
1609,ROE14b,HD108317,HD_108317,'-2.62,'-2.62
1622,HON04,HD110184,HD_110184,'-2.51,'-3.06
1630,HON04,HD115444,HD_115444,'-2.84,'-3.13
1632,LAI07,HD115444,HD_115444,'-2.86,'-2.88
1636,WES00,HD115444,HD_115444,'-2.96,'-2.97
1645,ROE10,HD119516,HD_119516,'-2.26,<-2.57
1649,AFS16,HD122563,HD_122563,'-2.92,'-3.2
1650,AFS16,HD122563-IR,HD_122563,'-2.9,'-3.07
1653,AOK02a,HD122563,HD_122563,'-2.64,'-2.98
1654,AOK05,HD122563,HD_122563,'-2.62,'-3.03
1655,AOK07c,HD122563,HD_122563,'-2.64,'-2.98
1658,CAY04,HD122563,HD_122563,'-2.78,'-3.2
1661,HOL11,HD122563,HD_122563,'-2.96,'-3.18
1662,HON04,HD122563,HD_122563,'-2.76,'-3.05
1666,LAI07,HD122563,HD_122563,'-2.54,'-2.81
1667,NOR02,HD122563,HD_122563,'-2.68,'-2.89
1668,NOR97b,HD122563,HD_122563,'-2.68,'-2.89
1671,ROE14b,HD122563,HD_122563,'-2.97,'-3.37
1676,WES00,HD122563,HD_122563,'-2.72,'-3.07
1684,HON04,HIP70647,HD_126587,'-2.77,'-2.46
1686,MCW95,HD126587,HD_126587,'-2.83,'-2.58
1688,ROE14b,HD126587,HD_126587,'-3.29,'-3.23
1698,MCW95,HD128279,HD_128279,'-2.06,'-2.13
1699,ROE10,HD128279,HD_128279,'-2.51,'-2.52
1702,ROE14b,HD128279,HD_128279,'-2.52,'-2.56
1720,MCW95,HD13979,HD_13979,'-2.63,<-3.13
1721,ROE14b,HD13979,HD_13979,'-2.97,'-3.89
1724,AOK02b,HD140283,HD_140283,'-2.58,'-2.13
1732,HON04,HD140283,HD_140283,'-2.52,'-2.12
1772,ROE14b,HD175606,HD_175606,'-2.39,'-2.15
1774,MCW95,HD178443,HD_178443,'-2.05,'-2.33
1782,CAY04,HD186478,HD_186478,'-2.57,'-2.8
1784,HON04,HD186478,HD_186478,'-2.49,'-2.62
1786,MCW95,HD186478,HD_186478,'-2.56,'-2.73
1788,ROE14b,HD186478,HD_186478,'-2.75,'-3.16
1802,ROE14b,HD19445,HD_19445,'-2.29,'-2.01
1810,AOK02d,HD196944,HD_196944,'-2.25,'-0.96
1812,PLA15b,HD196944,HD_196944,'-2.41,'-1.33
1813,PLA15b,HD196944NUV,HD_196944,'-2.41,'-1.33
1814,ROE14b,HD196944,HD_196944,'-2.39,'-1.2
1820,MCW95,CD-5013237,HD_200654,'-2.8,'-2.53
1821,ROE14b,HD200654,HD_200654,'-3.13,'-2.75
1840,ROE14b,HD214362,HD_214362,'-2.06,<-2.23
1852,BAR05,HD221170,HD_221170,'-2.15,'-2.75
1855,IVA06,HD221170,HD_221170,'-2.16,'-2.76
1870,ROE10,HD237846,HD_237846,'-3.29,'-3.01
1871,ROE14b,HD237846,HD_237846,'-3.21,'-3.06
1879,ROE14b,HD26169,HD_26169,'-2.8,'-2.66
1888,CAY04,HD2796,HD_2796,'-2.45,'-2.88
1889,MCW95,HD2796,HD_2796,'-2.49,'-2.93
1907,ROE14b,HD338529,HD_338529,'-2.6,'-2.3
1909,ROE14b,HD340279,HD_340279,'-3.07,'-2.52
1921,HON04,HIP3554,HD_4306,'-2.88,'-2.65
1922,HON11,HIP3554,HD_4306,'-2.86,'-2.65
1923,MCW95,HIP3554,HD_4306,'-2.85,'-2.48
1936,MCW95,HD5426,HD_5426,'-2.39,'-2.43
1942,HON04,HD6268,HD_6268,'-2.62,'-3.17
1943,MCW95,HD6268,HD_6268,'-2.56,'-3.13
1945,ROE14b,HD6268,HD_6268,'-2.82,'-3.6
1953,ROE14b,HD64090,HD_64090,'-2.03,'-2.0
2001,HON04,HD88609,HD_88609,'-3.06,'-3.45
2004,ROE14b,HD88609,HD_88609,'-3.29,'-3.73
2018,PLA14a,HE0048-6408,HE_0048-6408,'-3.75,'-4.03
2019,YON13,HE0057-5959,HE_0057-5959,'-4.08,'-3.22
2020,COL06,HE0107-5240,HE_0107-5240,'-5.44,'-1.62
2021,COL06,"HE0107-5240 (3D)",HE_0107-5240,'-5.67,'-2.64
2022,PLA14a,HE0139-2826,HE_0139-2826,'-3.46,'-2.98
2023,YON13,HE0228-4047,HE_0228-4047,'-3.75,<-1.87
2024,YON13,HE0231-6025,HE_0231-6025,'-3.1,<-1.47
2025,YON13,HE0253-1331,HE_0253-1331,'-3.01,<-1.37
2026,HOL11,HE0302-3417a,HE_0302-3417a,'-3.7,'-3.22
2027,YON13,HE0314-1739,HE_0314-1739,'-2.86,<-1.37
2028,HOL11,HE0324+0152a,HE_0324+0152a,'-3.32,'-3.14
2029,YON13,HE0355-3728,HE_0355-3728,'-3.41,<-1.27
2030,HOL11,HE0420+0123a,HE_0420+0123a,'-3.03,'-2.7
2031,HOL11,HE0432-1005a,HE_0432-1005a,'-3.21,'-2.98
2032,HAN15,HE0440-1049,HE_0440-1049,'-3.02,'-2.33
2033,HAN15,HE0450-4902,HE_0450-4902,'-3.07,'-1.04
2035,HAN15,HE0945-1435,HE_0945-1435,'-3.87,<-1.87
2036,YON13,HE0945-1435,HE_0945-1435,'-3.77,<-2.07
2037,YON13,HE1055+0104,HE_1055+0104,'-2.87,<-1.67
2038,YON13,HE1116-0054,HE_1116-0054,'-3.49,<-1.77
2039,YON13,HE1142-1422,HE_1142-1422,'-2.84,<-1.27
2040,YON13,HE1201-1512,HE_1201-1512,'-3.86,'-2.72
2041,YON13,HE1204-0744,HE_1204-0744,'-2.71,<-1.17
2042,YON13,HE1207-3108,HE_1207-3108,'-2.7,<-2.97
2043,HAN15,HE1241-2907,HE_1241-2907,'-3.0,<-1.0
2044,COH13,HE1245-0215,HE_1245-0215,'-2.85,'-1.07
2045,YON13,HE1320-2952,HE_1320-2952,'-3.69,<-3.17
2048,FRE08,HE1327-2326,HE_1327-2326,'-5.71,'-1.53
2049,FRE08,"HE1327-2326 (3D)",HE_1327-2326,'-6.01,'-2.22
2050,YON13,HE1402-0523,HE_1402-0523,'-3.17,<-1.67
2051,YON13,HE1506-0113,HE_1506-0113,'-3.54,'-2.07
2052,YON13,HE2020-5228,HE_2020-5228,'-2.93,<-1.27
2053,YON13,HE2032-5633,HE_2032-5633,'-3.63,<-1.27
2054,YON13,HE2047-5612,HE_2047-5612,'-3.14,<-1.77
2055,YON13,HE2135-1924,HE_2135-1924,'-3.31,<-1.57
2056,YON13,HE2136-6030,HE_2136-6030,'-2.88,<-1.17
2057,PLA13,HE2138-3336,HE_2138-3336,'-2.79,'-0.35
2058,YON13,HE2139-5432,HE_2139-5432,'-4.02,'-1.42
2059,YON13,HE2141-0726,HE_2141-0726,'-2.72,<-1.17
2062,CAY04,CS22948-066,HE_2141-3741,'-3.15,'-3.05
2063,MCW95,CS22948-066,HE_2141-3741,'-3.01,'-3.43
2064,PLA14a,HE2141-3741,HE_2141-3741,'-3.3,'-3.23
2065,ROE14a,CS22948-066,HE_2141-3741,'-3.5,'-3.93
2066,ROE14b,CS22948-066,HE_2141-3741,'-3.5,'-3.93
2069,YON13,HE2142-5656,HE_2142-5656,'-2.87,'-1.92
2070,AOK05,CS30327-038,HE_2157-3404,'-2.64,<-2.83
2071,PLA14a,HE2157-3404,HE_2157-3404,'-2.89,'-3.43
2072,YON13,HE2202-4831,HE_2202-4831,'-2.78,'-0.37
2073,HAN15,HE2208-1239,HE_2208-1239,'-2.88,'-1.58
2074,PLA14a,HE2233-4724,HE_2233-4724,'-3.65,'-4.13
2075,HOL11,HE2238-0131,HE_2238-0131,'-3.0,'-3.42
2076,YON13,HE2246-2410,HE_2246-2410,'-2.96,<-1.57
2077,YON13,HE2247-7400,HE_2247-7400,'-2.87,'-2.17
2078,PLA13,HE2258-6358,HE_2258-6358,'-2.67,'-0.25
2079,HOL11,HE2302-2154a,HE_2302-2154a,'-3.88,'-3.5
2080,PLA14a,HE2318-1621,HE_2318-1621,'-3.67,'-3.13
2081,PLA14a,HE2323-6549,HE_2323-6549,'-3.35,'-2.63
2082,HAN15,HE2331-7155,HE_2331-7155,'-3.68,'-2.34
2084,COH09,Draco3157,Irwin_Dra_21275,'-2.5,'-2.58
2085,KOC15,896-37860,J183025.73-343130.0,'-2.07,'-2.23
2086,KOC15,941-27793,J183113.29-335148.3,'-2.52,'-1.08
2087,KOC15,872-13971,J183256.52-344529.3,'-2.31,'-2.33
2088,KOC15,873-17221,J183426.75-345554.4,'-2.66,'-2.57
2089,KOC15,874-24995,J183558.75-345839.1,'-2.5,'-2.76
2090,LI15b,LAMOSTJ1109+0754,LAMOST_J110901.22+075441.8,'-3.41,'-3.98
2091,LI15c,LAMOSTJ1253+0753,LAMOST_J125346.09+075343.1,'-4.02,'-2.43
2092,LAI07,CS22962-006,LAWD_10,'-2.25,<-2.12
2093,ROE14b,G180-58,LHS_3199,'-2.6,'-2.22
2094,ROE14b,G115-49,LHS_6161,'-2.61,'-2.59
2098,LAI07,BS16547-006,LP_622-13,'-2.43,'-1.65
2100,AOK01,LP625-44,LP_625-44,'-2.72,'-0.43
2101,AOK02b,LP625-44,LP_625-44,'-2.72,'-0.33
2102,NOR97b,LP625-44,LP_625-44,'-2.68,'-0.49
2112,AOK01,LP706-7,LP_706-7,'-2.75,'-0.47
2113,AOK02d,CS31062-012,LP_706-7,'-2.55,'-0.36
2114,AOK08,LP706-7,LP_706-7,'-2.58,'-0.43
2115,NOR97b,G270-51,LP_706-7,'-2.74,'-0.35
2128,ROE08,HKII17435-00532,HKII_17435-00532,'-2.23,'-1.46
2130,AOK13,SDSSJ091243.72+021623.7,SDSS_J0912+0216,'-2.68,'-0.63
2131,BEH10,SDSSJ091243.72+021623.7,SDSS_J0912+0216,'-2.53,'-0.26
2132,AOK13,SDSSJ103649.93+121219.8,SDSS_J1036+1212,'-3.47,'-1.63
2133,BEH10,SDSSJ103649.93+121219.8,SDSS_J1036+1212,'-3.23,'-1.66
2134,AOK13,SDSSJ134913.54-022942.8,SDSS_J1349-0229,'-3.24,'-0.23
2135,BEH10,SDSSJ134913.54-022942.8,SDSS_J1349-0229,'-3.03,'-0.11
2136,KEL14,SMSSJ031300.36-670839.3,SMSS_J031300.36-670839.3,<-7.3,'-2.28
2148,ROE14b,G206-34,Ross_711,'-3.17,'-2.59
2163,BAR05,HE0938+0114,Ross_889,'-2.51,'-1.89
2168,ROE14b,HE0938+0114,Ross_889,'-3.09,<-2.48
2172,ROE14b,CS29514-018,SB_467,'-2.84,'-2.56
2175,BON09,CS29499-060,SB_966,'-2.7,'-2.2
2176,ROE14b,CS29499-060,SB_966,'-2.79,'-2.25
2180,AOK13,SDSSJ000219.87+292851.8,SDSS_J000219.87+292851.8,'-3.26,'-0.63
2182,AOK14,SDSSJ001820.51-093939.2,SDSS_J001820.51-093939.2,'-2.65,'-3.53
2201,AOK13,SDSSJ025956.45+005713.3,SDSS_J025956.45+005713.3,'-3.31,'-3.33
2202,AOK13,SDSSJ030839.27+050534.9,SDSS_J030839.27+050534.9,'-2.19,0.17
2206,AOK13,SDSSJ035111.27+102643.2,SDSS_J035111.26+102643.2,'-3.18,'-1.63
2210,AOK13,SDSSJ062947.45+830328.6,SDSS_J062947.45+830328.6,'-2.82,'-0.73
2212,AOK13,SDSSJ072352.21+363757.2,SDSS_J072352.21+363757.2,'-3.32,'-1.53
2214,AOK13,SDSSJ074104.22+670801.8,SDSS_J074104.21+670801.7,'-2.87,'-2.13
2232,AOK13,SDSSJ085833.35+354127.3,SDSS_J085833.35+354127.2,'-2.53,'-2.23
2240,SPI13,SDSSJ111407.07+182831.7,SDSS_J111407.07+182831.7,'-3.33,'-0.03
2245,SPI13,SDSSJ114323.42+202058.0,SDSS_J114323.42+202058.0,'-3.13,'-0.33
2248,PLA15a,SDSSJ1204+1201,SDSS_J120441.38+120111.5,'-4.34,<-2.89
2253,AOK13,SDSSJ124123.92-083725.5,SDSS_J124123.92-083725.5,'-2.73,'-2.23
2254,AOK13,SDSSJ124204.42-033618.1,SDSS_J124204.42-033618.1,'-2.77,'-2.13
2255,AOK13,SDSSJ124502.68-073847.1,SDSS_J124502.68-073847.0,'-3.16,'-0.63
2262,FRE15,SD1313-0019,SDSS_J131326.89-001941.3,'-5.0,'-2.04
2263,PLA15a,SDSSJ1322+0123,SDSS_J132250.59+012342.9,'-3.64,'-3.15
2269,SUS16,SDSSJ1343+4844,SDSS_J134338.67+484426.6,'-3.42,'-2.91
2270,JI16a,J135756.2+125207.7,SDSS_J135756.18+125207.5,'-2.92,'-2.52
2274,AOK13,SDSSJ142237.43+003105.2,SDSS_J142237.42+003105.2,'-3.03,'-1.33
2300,AOK13,SDSSJ161226.18+042146.6,SDSS_J161226.18+042146.6,'-2.86,'-2.23
2301,AOK13,SDSSJ161313.53+530909.7,SDSS_J161313.53+530909.7,'-3.32,'-1.23
2302,CAF13,SDSSJ161956.33+170539.9,SDSS_J161956.33+170539.9,'-3.57,'-1.23
2304,AOK13,SDSSJ162603.61+145844.3,SDSS_J162603.61+145844.2,'-2.99,'-0.13
2307,FRA16,SDSS_J163104.50+124614.5,SDSS_J163104.50+124614.5,'-2.53,'-2.8
2311,AOK13,SDSSJ164610.19+282422.2,SDSS_J164610.19+282422.2,'-3.05,'-0.53
2314,AOK13,SDSSJ170339.60+283649.9,SDSS_J170339.59+283650.1,'-3.23,'-3.03
2315,AOK10,SDSSJ170339.60+283649.9,SDSS_J170339.59+283650.1,'-3.21,'-2.93
2317,AOK13,SDSSJ173417.89+431606.5,SDSS_J173417.89+431606.5,'-2.51,'-0.73
2320,AOK13,SDSSJ174624.13+245548.8,SDSS_J174624.13+245548.8,'-3.17,'-1.93
2322,AOK13,SDSSJ183601.71+631727.4,SDSS_J183601.71+631727.4,'-2.85,'-0.83
2325,SPI13,SDSSJ205252.68+010939.3,SDSS_J205252.68+010939.3,'-3.94,'-1.33
2331,AOK13,SDSSJ220646.20-092545.7,SDSS_J220646.20-092545.7,'-3.17,'-2.53
2344,AOK13,SDSSJ235718.91-005247.8,SDSS_J235718.91-005247.7,'-3.36,'-2.93
2345,AOK10,SDSSJ235718.91-005247.8,SDSS_J235718.91-005247.7,'-3.2,'-2.63
2346,JAC15,SMSS_J000113.96-363337.9,SMSS_J000113.96-363337.9,'-2.32,'-2.65
2347,JAC15,SMSS_J001039.86-525851.4,SMSS_J001039.86-525851.4,'-2.32,'-2.55
2348,JAC15,SMSS_J001952.15-525803.0,SMSS_J001952.15-525803.0,'-2.56,'-2.81
2349,JAC15,SMSS_J002148.06-471132.1,SMSS_J002148.06-471132.1,'-3.17,'-2.88
2350,JAC15,SMSS_J003055.81-482011.3,SMSS_J003055.81-482011.3,'-2.53,'-2.48
2351,JAC15,SMSS_J003327.36-491037.9,SMSS_J003327.36-491037.9,'-3.36,<-3.76
2352,JAC15,SMSS_J004037.56-515025.2,SMSS_J004037.56-515025.2,'-3.83,'-3.92
2353,JAC15,SMSS_J005953.98-594329.9,SMSS_J005953.98-594329.9,'-3.93,'-2.73
2354,JAC15,SMSS_J010332.63-534654.3,SMSS_J010332.63-534654.3,'-3.03,'-2.84
2355,JAC15,SMSS_J010651.91-524410.5,SMSS_J010651.91-524410.5,'-3.79,'-3.66
2356,JAC15,SMSS_J010839.58-285701.5,SMSS_J010839.58-285701.5,'-3.02,'-2.81
2358,JAC15,SMSS_J014624.60-352457.7,SMSS_J014624.60-352457.7,'-2.81,'-3.08
2359,JAC15,SMSS_J015350.94-775525.6,SMSS_J015350.94-775525.6,'-2.62,'-3.14
2360,JAC15,SMSS_J015941.53-781408.7,SMSS_J015941.53-781408.7,'-3.11,'-2.92
2361,JAC15,SMSS_J020748.93-465616.4,SMSS_J020748.93-465616.4,'-2.71,'-3.25
2362,JAC15,SMSS_J021323.26-495936.5,SMSS_J021323.26-495936.5,'-2.87,'-3.4
2363,JAC15,SMSS_J022410.38-534659.9,SMSS_J022410.38-534659.9,'-3.4,'-3.37
2364,JAC15,SMSS_J022423.27-573705.1,SMSS_J022423.27-573705.1,'-3.97,'-3.9
2365,JAC15,SMSS_J022452.58-731051.8,SMSS_J022452.58-731051.8,'-2.55,'-2.43
2366,JAC15,SMSS_J022545.31-774119.9,SMSS_J022545.31-774119.9,'-2.63,'-2.25
2367,JAC15,SMSS_J022756.48-684256.6,SMSS_J022756.48-684256.6,'-2.22,'-1.98
2368,JAC15,SMSS_J023139.43-523957.4,SMSS_J023139.43-523957.4,'-2.94,'-2.54
2369,JAC15,SMSS_J023147.96-575341.7,SMSS_J023147.96-575341.7,'-3.42,'-3.07
2370,JAC15,SMSS_J024643.28-352502.4,SMSS_J024643.28-352502.4,'-3.37,'-3.35
2371,JAC15,SMSS_J024858.41-684306.4,SMSS_J024858.41-684306.4,'-3.71,'-3.05
2372,JAC15,SMSS_J031556.09-473442.1,SMSS_J031556.09-473442.1,'-3.26,'-3.07
2373,JAC15,SMSS_J032132.29-363123.6,SMSS_J032132.29-363123.6,'-3.4,'-3.53
2374,JAC15,SMSS_J033005.90-681352.5,SMSS_J033005.90-681352.5,'-3.44,'-2.79
2375,JAC15,SMSS_J034249.53-284216.0,SMSS_J034249.53-284216.0,'-2.33,'-2.83
2376,JAC15,SMSS_J040148.04-743537.3,SMSS_J040148.04-743537.3,'-3.09,'-2.74
2377,JAC15,SMSS_J041957.56-493818.3,SMSS_J041957.56-493818.3,'-2.97,'-3.23
2378,JAC15,SMSS_J051008.62-372019.8,SMSS_J051008.62-372019.8,'-3.2,'-2.64
2379,JAC15,SMSS_J055746.51-575057.4,SMSS_J055746.51-575057.4,'-2.5,'-1.99
2380,JAC15,SMSS_J061725.30-600740.6,SMSS_J061725.30-600740.6,'-2.72,'-2.5
2381,JAC15,SMSS_J062609.83-590503.2,SMSS_J062609.83-590503.2,'-2.77,'-2.5
2382,JAC15,SMSS_J063447.15-622355.0,SMSS_J063447.15-622355.0,'-3.41,'-3.33
2383,JAC15,SMSS_J064349.43-653038.6,SMSS_J064349.43-653038.6,'-2.48,'-2.55
2384,JAC15,SMSS_J065014.40-614328.0,SMSS_J065014.40-614328.0,'-3.18,'-3.36
2385,JAC15,SMSS_J070257.95-600422.4,SMSS_J070257.95-600422.4,'-2.62,'-2.2
2386,JAC15,SMSS_J080050.54-724620.6,SMSS_J080050.54-724620.6,'-2.08,'-2.45
2387,JAC15,SMSS_J085924.06-120104.9,SMSS_J085924.06-120104.9,'-3.63,'-3.83
2388,JAC15,SMSS_J090247.43-122755.0,SMSS_J090247.43-122755.0,'-2.4,'-2.2
2389,JAC15,SMSS_J091210.40-064427.9,SMSS_J091210.40-064427.9,'-2.64,'-2.38
2390,JAC15,SMSS_J093209.41-003435.8,SMSS_J093209.41-003435.8,'-3.11,'-2.9
2391,JAC15,SMSS_J093829.27-070520.9,SMSS_J093829.27-070520.9,'-2.34,'-1.98
2392,JAC15,SMSS_J094029.05-060935.0,SMSS_J094029.05-060935.0,'-3.18,'-3.31
2393,JAC15,SMSS_J094755.04-102724.7,SMSS_J094755.04-102724.7,'-2.99,'-2.81
2395,JAC15,SMSS_J100251.13-000152.1,SMSS_J100251.13-000152.1,'-2.62,'-2.28
2398,JAC15,SMSS_J110850.60-080034.7,SMSS_J110850.60-080034.7,'-2.9,<-2.75
2399,JAC15,SMSS_J121353.63-441911.2,SMSS_J121353.63-441911.2,'-2.59,'-2.31
2400,JAC15,SMSS_J121716.48-442510.2,SMSS_J121716.48-442510.2,'-2.1,'-2.29
2401,JAC15,SMSS_J122455.61-151134.0,SMSS_J122455.61-151134.0,'-2.62,'-2.48
2402,JAC15,SMSS_J123158.00-162317.6,SMSS_J123158.00-162317.6,'-2.63,'-2.01
2403,JAC15,SMSS_J123246.06-054559.1,SMSS_J123246.06-054559.1,'-3.03,'-2.85
2404,JAC15,SMSS_J125115.37-331448.1,SMSS_J125115.37-331448.1,'-2.64,'-2.48
2405,JAC15,SMSS_J125125.64-340343.4,SMSS_J125125.64-340343.4,'-2.52,'-2.43
2406,JAC15,SMSS_J125451.18-334440.3,SMSS_J125451.18-334440.3,'-2.81,'-2.88
2407,JAC15,SMSS_J125804.65-335045.1,SMSS_J125804.65-335045.1,'-3.44,'-2.83
2408,JAC15,SMSS_J130537.01-294438.3,SMSS_J130537.01-294438.3,'-2.35,'-2.53
2409,JAC15,SMSS_J133013.61-434632.4,SMSS_J133013.61-434632.4,'-2.54,'-2.86
2410,JAC15,SMSS_J133532.32-210632.9,SMSS_J133532.32-210632.9,'-2.73,'-3.23
2411,JAC15,SMSS_J135217.78-151405.7,SMSS_J135217.78-151405.7,'-2.56,'-2.33
2412,JAC15,SMSS_J135625.09-161538.7,SMSS_J135625.09-161538.7,'-2.76,'-2.58
2413,JAC15,SMSS_J135819.95-150937.4,SMSS_J135819.95-150937.4,'-2.58,'-2.35
2414,JAC15,SMSS_J141547.72-414034.0,SMSS_J141547.72-414034.0,'-2.26,'-2.13
2415,JAC15,SMSS_J143511.34-420326.5,SMSS_J143511.34-420326.5,'-3.15,'-2.88
2416,JAC15,SMSS_J151101.05-182103.0,SMSS_J151101.05-182103.0,'-2.71,'-2.67
2417,JAC15,SMSS_J151450.18-182946.0,SMSS_J151450.18-182946.0,'-2.73,'-3.08
2418,JAC15,SMSS_J155430.57-263904.8,SMSS_J155430.57-263904.8,'-2.61,'-2.87
2419,JAC15,SMSS_J155628.74-165533.4,SMSS_J155628.74-165533.4,'-2.79,'-2.43
2420,JAC15,SMSS_J160447.75-293146.7,SMSS_J160447.75-293146.7,'-2.66,'-2.4
2421,JAC15,SMSS_J164921.94-041943.9,SMSS_J164921.94-041943.9,'-2.24,'-2.49
2422,JAC15,SMSS_J165023.82-252948.7,SMSS_J165023.82-252948.7,'-2.48,'-2.93
2423,JAC15,SMSS_J165219.76-253133.7,SMSS_J165219.76-253133.7,'-2.2,'-1.93
2424,JAC15,SMSS_J173823.36-145701.0,SMSS_J173823.36-145701.0,'-3.58,'-2.98
2425,HOW15,J173823.38-145701.1,SMSS_J173823.38-145701.1,'-3.36,'-2.87
2426,JAC15,SMSS_J174048.48-143635.6,SMSS_J174048.48-143635.6,'-2.5,'-2.61
2427,JAC15,SMSS_J174916.38-455427.5,SMSS_J174916.38-455427.5,'-2.51,'-2.21
2428,JAC15,SMSS_J174922.26-455103.8,SMSS_J174922.26-455103.8,'-2.77,'-2.22
2429,HOW15,J175021.86-414627.1,SMSS_J175021.86-414627.1,'-2.6,'-2.37
2430,JAC15,SMSS_J175021.86-414627.2,SMSS_J175021.86-414627.2,'-2.76,'-2.4
2431,JAC15,SMSS_J175046.30-425506.9,SMSS_J175046.30-425506.9,'-2.17,'-2.29
2432,HOW15,J175433.19-411048.9,SMSS_J175433.19-411048.9,'-3.26,'-3.02
2433,HOW15,J175455.52-380339.3,SMSS_J175455.52-380339.3,'-3.36,'-4.0
2435,HOW15,J175544.54-392700.9,SMSS_J175544.54-392700.9,'-2.65,'-2.53
2436,HOW15,J175636.59-403545.9,SMSS_J175636.59-403545.9,'-3.21,'-2.56
2438,HOW15,J175722.68-411731.8,SMSS_J175722.68-411731.8,'-2.88,'-2.46
2439,JAC15,SMSS_J175738.37-454823.5,SMSS_J175738.37-454823.5,'-2.46,'-2.89
2440,HOW15,J175746.58-384750.0,SMSS_J175746.58-384750.0,'-2.81,'-2.85
2441,HOW15,J181219.68-343726.4,SMSS_J181219.68-343726.4,'-2.5,'-2.31
2442,HOW15,J181317.69-343801.9,SMSS_J181317.69-343801.9,'-2.28,'-2.11
2443,HOW15,J181406.68-313106.1,SMSS_J181406.68-313106.1,'-2.82,'-3.33
2444,HOW15,J181505.16-385514.9,SMSS_J181505.16-385514.9,'-3.29,'-3.06
2446,HOW15,J181634.60-340342.5,SMSS_J181634.60-340342.5,'-2.46,'-2.56
2447,HOW15,J181736.59-391303.3,SMSS_J181736.59-391303.3,'-2.59,'-2.87
2448,HOW15,J181921.64-381429.0,SMSS_J181921.64-381429.0,'-2.72,'-2.4
2449,HOW15,J182048.26-273329.2,SMSS_J182048.26-273329.2,'-3.48,'-2.5
2451,HOW16,J182600.09-332531.0,SMSS_J182600.09-332531.0,'-2.53,'-2.94
2452,HOW16,J182601.24-332358.3,SMSS_J182601.24-332358.3,'-2.83,'-2.51
2454,HOW16,J182753.81-334607.7,SMSS_J182753.81-334607.7,'-2.31,'-2.72
2455,HOW16,J182922.48-335559.4,SMSS_J182922.48-335559.4,'-2.77,'-2.77
2457,HOW16,J182948.48-341053.9,SMSS_J182948.48-341053.9,'-2.47,'-1.79
2458,HOW16,J183000.36-333919.3,SMSS_J183000.36-333919.3,'-2.63,'-2.59
2461,JAC15,SMSS_J183246.49-343434.2,SMSS_J183246.49-343434.2,'-3.0,'-3.33
2463,HOW15,J183647.89-274333.1,SMSS_J183647.89-274333.1,'-2.48,'-2.95
2464,HOW15,J183719.09-262725.0,SMSS_J183719.09-262725.0,'-3.18,'-2.78
